Concurso;Data Sorteio;1º número_Sorteio1;2º número_Sorteio1;3º número_Sorteio1;4º número_Sorteio1;5º número_Sorteio1;6º número_Sorteio1;Arrecadação_Total;Ganhadores_Sena_Sorteio1;Cidade;UF;Rateio_Sena_Sorteio1;Acumulado_Sena_Sorteio1;Valor_Acumulado_Sena_Sorteio1;Ganhadores_Quina_Sorteio1;Rateio_Quina_Sorteio1;Ganhadores_Quadra_Sorteio1;Rateio_Quadra_Sorteio1;Ganhadores_Terno_Sorteio1;Rateio_Terno_Sorteio1;1º número_Sorteio2;2º número_Sorteio2;3º número_Sorteio2;4º número_Sorteio2;5º número_Sorteio2;6º número_Sorteio2;Ganhadores_Sena_Sorteio2;Rateio_Sena_Sorteio2;Ganhadores_Quina_Sorteio2;Rateio_Quina_Sorteio2;Ganhadores_Quadra_Sorteio2;Rateio_Quadra_Sorteio2;Ganhadores_Terno_Sorteio2;Rateio_Terno_Sorteio2;Estimativa_Prêmio;Acumulado Especial de Páscoa
1443;04/12/2015;41;18;15;3;12;17;2.855.92600;0;;;000;SIM;757.80031;15;8.80008;1272;9883;0;0;5;4;20;24;45;16;0;000;21;6.285769999999999;1551;8105;0;0;1.000.00000;000
1444;08/12/2015;20;35;42;40;39;12;2.731.51200;0;;;000;SIM;1.178.63610;12;10.52089;914;13155;0;0;14;37;9;34;49;16;0;000;31;4.0726;1282;9379;0;0;1.500.00000;000
1445;11/12/2015;49;20;21;38;37;30;3.011.93200;0;;;000;SIM;1.642.67536;5;27.84236;724;18312;0;0;13;18;9;36;5;46;0;000;41;3.39541;1842;7197;0;0;2.000.00000;000
1446;15/12/2015;11;34;35;4;30;47;3.021.08200;0;;;000;SIM;2.108.12433;21;6.64927;1191;11165;0;0;45;11;46;24;32;36;0;000;20;6.981730000000001;1477;9003;0;0;2.400.00000;000
1447;18/12/2015;14;37;34;2;40;4;3.412.90800;0;;;000;SIM;2.633.94074;26;6.06711;1283;11709;0;0;11;36;6;37;22;2;0;000;21;7.511660000000001;1517;9903;0;0;3.000.00000;000
1448;22/12/2015;44;50;16;23;43;10;3.246.34000;0;;;000;SIM;3.134.09453;33;4.54685;1571;9096;0;0;7;29;18;1;15;32;0;000;20;7.5023100000000005;1299;11000;0;0;3.500.00000;000
1449;26/12/2015;45;42;3;22;9;2;2.327.11400;0;;;000;SIM;3.492.62595;18;5.97553;1251;8188;0;0;10;24;20;49;46;38;0;000;14;7.6828199999999995;796;12869;0;0;3.800.00000;000
1450;29/12/2015;36;34;24;47;46;7;3.010.22000;0;;;000;SIM;3.956.40143;24;5.7971900000000005;1456;9100;0;0;4;6;17;16;38;46;0;000;13;10.70251;1284;10319;0;0;4.200.00000;000
1451;02/01/2016;29;21;27;41;3;11;2.214.46400;1;BALNEÁRIO CAMBORIÚ;SC;4.161.10689;NÃO;136.47031;13;7.873289999999999;965;10101;0;0;19;40;29;7;2;27;0;000;14;7.310910000000001;900;10830;0;0;350.00000;000
1452;05/01/2016;42;41;24;8;21;1;2.448.07800;1;JUNDIAÍ;SP;359.32739;NÃO;148.57139;12;9.28571;968;10963;0;0;24;16;23;46;26;48;0;000;18;6.19048;1017;10434;0;0;350.00000;000
1453;09/01/2016;14;23;20;26;8;45;2.795.16600;0;;;000;SIM;572.66090;39;3.2622299999999997;1325;9144;0;0;35;39;41;43;36;34;0;000;25;5.0890699999999995;1141;10619;0;0;800.00000;000
1454;12/01/2016;42;17;26;3;41;44;2.304.21000;0;;;000;SIM;922.26134;22;4.76728;858;11641;0;0;50;7;9;33;16;42;0;000;20;5.24401;1120;8918;0;0;1.300.00000;000
1455;15/01/2016;18;44;20;36;14;23;2.759.34800;0;;;000;SIM;1.340.91645;32;3.92489;1313;9110;0;0;27;48;4;17;31;40;0;000;16;7.84978;999;11973;0;0;1.700.00000;000
1456;19/01/2016;49;37;26;23;25;47;2.914.69200;0;;;000;SIM;1.783.14075;23;5.76814;1328;9514;0;0;49;32;9;6;22;46;0;000;24;5.52781;1316;9601;0;0;2.200.00000;000
1457;22/01/2016;13;29;31;45;15;42;3.350.33800;0;;;000;SIM;2.088.13370;44;3.4658300000000004;1848;7859;0;0;9;41;46;12;16;5;1;203.32864;48;3.1770099999999997;1592;9122;0;0;2.500.00000;000
1458;26/01/2016;35;17;1;16;29;14;3.138.45800;0;;;000;SIM;2.564.30833;17;8.403080000000001;1092;12458;0;0;50;6;40;47;30;35;0;000;12;11.90437;1103;12334;0;0;2.900.00000;000
1459;29/01/2016;35;30;24;44;14;20;3.539.73600;0;;;000;SIM;3.101.36585;22;7.323510000000001;991;15483;0;0;8;25;4;15;45;41;0;000;22;7.323510000000001;1617;9489;0;0;3.600.00000;000
1460;02/02/2016;36;49;50;21;12;25;3.512.28800;0;;;000;SIM;3.634.25890;30;5.328930000000001;1546;9848;0;0;46;15;27;22;36;4;0;000;33;4.84448;1655;9199;0;0;4.000.00000;000
1461;05/02/2016;10;8;33;13;42;12;4.439.50600;0;;;000;SIM;4.307.83176;31;6.51845;2019;9531;0;0;18;21;19;15;24;1;0;000;25;8.082880000000001;1856;10369;0;0;4.800.00000;000
1462;10/02/2016;8;47;46;24;3;26;2.639.29000;0;;;000;SIM;4.708.27138;15;8.0088;1252;9138;0;0;39;12;38;35;48;42;0;000;22;5.46054;1128;10142;0;0;5.000.00000;000
1463;12/02/2016;11;33;25;29;49;22;4.012.12400;0;;;000;SIM;5.317.00078;34;5.3711400000000005;2108;8250;0;0;38;19;47;33;46;3;0;000;37;4.93564;2017;8622;0;0;5.700.00000;000
1464;16/02/2016;42;24;22;38;41;48;4.798.69600;0;;;000;SIM;6.045.07085;33;6.6188199999999995;1816;11454;0;0;22;38;10;18;37;31;0;000;35;6.2406;1560;13334;0;0;6.500.00000;000
1465;19/02/2016;27;25;48;43;37;10;5.160.16400;0;;;000;SIM;6.827.98375;30;7.82913;2132;10491;0;0;28;17;31;34;36;19;0;000;37;6.34794;2151;10399;0;0;7.300.00000;000
1466;23/02/2016;36;35;45;22;34;50;5.285.14800;0;;;000;SIM;7.629.85953;30;8.01876;2124;10786;0;0;34;26;48;23;27;18;0;000;49;4.90945;2559;8953;0;0;8.200.00000;000
1467;26/02/2016;10;32;15;36;7;37;6.394.39800;0;;;000;SIM;8.600.03347;63;4.61988;2414;11482;0;0;14;7;11;46;16;26;0;000;47;6.1926;2801;9896;0;0;9.000.00000;000
1468;01/03/2016;41;2;14;18;19;11;6.696.44400;0;;;000;SIM;9.616.03459;68;4.48236;3128;9280;0;0;41;31;17;8;33;1;0;000;28;10.88573;2560;11339;0;0;10.300.00000;000
1469;04/03/2016;33;23;7;5;35;17;7.853.06400;0;;;000;SIM;10.330.92642;76;4.7032300000000005;4159;8185;0;0;14;32;16;35;13;39;1;476.59456;88;4.06189;3638;9357;0;0;11.200.00000;000
1470;08/03/2016;26;44;38;8;18;49;8.454.31800;1;BRASÍLIA;DF;11.100.55250;NÃO;513.08406;75;5.13084;4073;8998;0;0;45;39;1;28;15;35;0;000;59;6.52225;3228;11353;0;0;700.00000;000
1471;11/03/2016;22;24;19;43;3;2;2.943.19400;0;;;000;SIM;959.63275;27;4.96165;1430;8922;0;0;16;7;22;11;30;46;0;000;24;5.58186;1477;8638;0;0;1.300.00000;000
1472;15/03/2016;43;46;4;30;8;15;3.173.18800;0;;;000;SIM;1.248.49912;20;7.221660000000001;1413;9734;0;0;26;8;32;36;50;7;1;192.57759;18;8.02407;1181;11647;0;0;1.600.00000;000
1473;18/03/2016;19;9;30;24;39;8;3.301.51000;0;;;000;SIM;1.749.41240;29;5.1818599999999995;1126;12710;0;0;28;44;41;30;26;15;0;000;16;9.39213;1273;11242;0;0;2.000.00000;000
1474;22/03/2016;9;47;3;22;38;28;3.197.25000;0;;;000;SIM;2.234.50710;35;4.15796;1369;10124;0;0;36;48;24;12;22;39;0;000;27;5.38994;1938;7151;0;0;2.600.00000;000
1475;24/03/2016;39;38;30;14;50;49;2.386.92200;0;;;000;SIM;2.596.65681;11;9.87681;712;14532;0;0;45;26;3;43;36;29;0;000;19;5.71816;1041;9939;0;0;3.000.00000;000
1476;29/03/2016;39;12;25;4;33;19;3.751.72800;1;RIO DE JANEIRO;RJ;2.938.18969;NÃO;227.68859;51;3.34836;2479;6560;0;0;15;7;6;26;23;30;0;000;30;5.69222;1599;10171;0;0;450.00000;000
1477;01/04/2016;40;28;46;19;23;12;2.533.77200;0;;;000;SIM;612.11876;18;6.40717;1114;9859;0;0;1;24;22;27;36;43;0;000;18;6.40717;1243;8836;0;0;900.00000;000
1478;05/04/2016;12;13;1;19;34;32;2.621.01200;0;;;000;SIM;1.009.78519;15;7.95333;1107;10263;0;0;36;31;32;8;27;5;0;000;11;10.84545;1140;9966;0;0;1.300.00000;000
1479;08/04/2016;20;22;33;31;35;2;3.171.79400;0;;;000;SIM;1.491.01763;22;6.56226;1308;10511;0;0;11;48;7;40;50;44;0;000;19;7.59841;1231;11169;0;0;1.800.00000;000
1480;12/04/2016;26;20;41;4;19;49;3.245.86600;0;;;000;SIM;1.983.48847;15;9.84942;1421;9901;0;0;2;12;10;8;25;41;0;000;34;4.345330000000001;1772;7940;0;0;2.400.00000;000
1481;15/04/2016;42;40;39;8;24;33;3.288.46200;1;SÃO PAULO;SP;2.282.84864;NÃO;199.57345;29;5.16138;1433;9947;0;0;46;19;35;28;4;18;0;000;16;9.35501;1294;11016;0;0;400.00000;000
1482;19/04/2016;11;38;24;27;2;32;2.215.72400;0;;;000;SIM;535.74857;18;5.60292;983;9771;0;0;30;40;50;15;12;2;0;000;16;6.3032900000000005;815;11785;0;0;800.00000;000
1483;22/04/2016;29;7;43;49;34;11;2.118.61200;0;;;000;SIM;857.18962;21;4.59202;996;9220;0;0;22;9;24;44;36;5;0;000;45;2.1429400000000003;1312;7000;0;0;1.100.00000;000
1484;26/04/2016;34;4;5;20;11;36;2.065.92400;0;;;000;SIM;1.045.25788;10;6.26895;900;7960;0;0;21;49;34;18;3;17;1;112.84096;36;1.74137;990;7236;0;0;1.200.00000;100.30310
1485;28/04/2016;20;46;36;19;18;8;1.519.71000;0;;;000;SIM;1.266.60907;14;3.2939199999999995;597;8827;0;0;28;19;40;32;12;46;0;000;60;1.0979700000000001;675;7807;0;0;1.500.00000;174.08685
1486;30/04/2016;36;44;22;30;24;48;2.150.13800;0;;;000;SIM;1.579.78435;34;1.91897;1591;4686;0;0;29;12;8;31;13;17;0;000;21;3.1069;1157;6444;0;0;1.800.00000;278.47864
1487;03/05/2016;17;12;23;38;22;40;2.389.39200;0;;;000;SIM;1.927.80784;15;4.83366;911;9095;0;0;44;11;39;9;18;12;0;000;13;5.5773;1065;7780;0;0;2.300.00000;394.48649
1488;05/05/2016;47;18;16;25;29;23;1.909.23000;0;;;000;SIM;2.205.89400;17;3.40792;961;6889;0;0;42;11;37;6;39;35;0;000;11;5.266780000000001;870;7610;0;0;2.400.00000;487.18190
1489;07/05/2016;18;11;22;30;27;32;2.517.87000;0;;;000;SIM;2.572.63078;17;4.494330000000001;950;9191;0;0;40;35;45;46;44;2;0;000;11;6.94578;754;11580;0;0;2.900.00000;609.42751
1490;10/05/2016;32;3;39;5;33;48;2.584.37200;0;;;000;SIM;2.949.05380;6;13.07024;969;9249;0;0;28;38;25;2;21;26;0;000;10;7.84215;848;10568;0;0;3.200.00000;734.90186
1491;12/05/2016;43;31;48;22;14;20;2.239.68400;0;;;000;SIM;3.275.27179;12;5.66351;780;9957;0;0;44;1;38;20;46;40;0;000;11;6.17837;652;11912;0;0;3.500.00000;843.64122
1492;14/05/2016;12;18;16;45;36;4;2.605.90000;0;;;000;SIM;3.654.83044;35;2.25928;1679;5382;0;0;34;28;35;30;18;50;0;000;26;3.04134;958;9433;0;0;4.000.00000;970.16080
1493;17/05/2016;22;35;1;5;45;39;3.188.00400;0;;;000;SIM;4.119.17464;19;5.0915;1446;7645;0;0;29;12;36;25;2;50;0;000;37;2.61455;1486;7439;0;0;4.500.00000;1.124.94221
1494;19/05/2016;26;3;50;47;31;34;2.751.36200;0;;;000;SIM;4.519.92035;25;3.33955;1198;7964;0;0;20;46;48;29;22;40;0;000;16;5.21804;922;10348;0;0;4.800.00000;1.258.52414
