Concurso;Data Sorteio;1º número_Sorteio1;2º número_Sorteio1;3º número_Sorteio1;4º número_Sorteio1;5º número_Sorteio1;6º número_Sorteio1;Arrecadação_Total;Ganhadores_Sena_Sorteio1;Cidade;UF;Rateio_Sena_Sorteio1;Acumulado_Sena_Sorteio1;Valor_Acumulado_Sena_Sorteio1;Ganhadores_Quina_Sorteio1;Rateio_Quina_Sorteio1;Ganhadores_Quadra_Sorteio1;Rateio_Quadra_Sorteio1;Ganhadores_Terno_Sorteio1;Rateio_Terno_Sorteio1;1º número_Sorteio2;2º número_Sorteio2;3º número_Sorteio2;4º número_Sorteio2;5º número_Sorteio2;6º número_Sorteio2;Ganhadores_Sena_Sorteio2;Rateio_Sena_Sorteio2;Ganhadores_Quina_Sorteio2;Rateio_Quina_Sorteio2;Ganhadores_Quadra_Sorteio2;Rateio_Quadra_Sorteio2;Ganhadores_Terno_Sorteio2;Rateio_Terno_Sorteio2;Estimativa_Prêmio;Acumulado Especial de Páscoa
740;06/03/2009;50;20;7;42;45;22;000;0;;;000;SIM;253.64401;0;0.0;0;0;0;0;29;14;5;44;26;36;0;000;27;3.13141;1365;6194;0;0;400.00000;000
741;10/03/2009;45;39;18;13;33;20;000;0;;;000;SIM;488.44743;0;0.0;0;0;0;0;22;39;29;33;18;8;0;000;13;6.0206;827;9464;0;0;600.00000;000
742;13/03/2009;11;16;25;50;18;47;000;0;;;000;SIM;791.26353;0;0.0;0;0;0;0;40;45;4;21;25;37;0;000;14;7.209910000000001;1245;8108;0;0;1.000.00000;000
743;17/03/2009;5;30;34;19;12;47;000;0;;;000;SIM;1.071.92578;0;0.0;0;0;0;0;50;11;35;45;31;1;0;000;14;6.68244;1243;7527;0;0;1.200.00000;000
744;20/03/2009;50;22;20;17;23;34;000;1;;RS;1.235.08742;NÃO;000;0;0.0;0;0;0;0;6;18;2;37;30;40;1;163.16164;25;4.35098;1166;9329;0;0;120.00000;000
745;24/03/2009;35;19;6;40;1;25;000;0;;;000;SIM;225.37063;0;0.0;0;0;0;0;2;10;6;23;22;29;0;000;23;3.2662400000000003;1271;5911;0;0;400.00000;000
746;27/03/2009;42;22;5;21;45;28;000;0;;;000;SIM;490.93075;0;0.0;0;0;0;0;37;17;44;47;1;8;0;000;18;4.9177800000000005;1157;7651;0;0;600.00000;000
747;31/03/2009;50;2;17;14;24;40;000;0;;;000;SIM;739.26557;0;0.0;0;0;0;0;8;26;50;24;10;45;0;000;33;2.5084299999999997;1492;5548;0;0;900.00000;000
748;03/04/2009;6;21;14;46;42;40;000;0;;;000;SIM;1.048.23911;0;0.0;0;0;0;0;3;23;29;9;32;50;0;000;32;3.21848;1666;6182;0;0;1.200.00000;000
749;07/04/2009;9;46;22;50;8;40;000;0;;;000;SIM;1.342.46049;0;0.0;0;0;0;0;33;10;21;17;14;43;0;000;22;4.4579;1259;7790;0;0;1.500.00000;000
750;15/04/2009;44;35;31;17;10;40;000;0;;;000;SIM;1.699.01984;0;0.0;0;0;0;0;1;14;22;46;9;47;0;000;21;5.659669999999999;1669;7122;0;0;1.900.00000;000
751;17/04/2009;24;33;21;26;49;39;000;0;;;000;SIM;1.862.33623;0;0.0;0;0;0;0;44;24;26;9;49;42;1;163.31639;53;2.05429;2051;5309;0;0;2.000.00000;000
752;22/04/2009;6;20;25;36;11;3;000;0;;;000;SIM;2.051.80327;0;0.0;0;0;0;0;41;8;24;31;37;45;0;000;12;5.262980000000001;826;10922;0;0;2.200.00000;000
753;24/04/2009;29;7;50;27;20;12;000;1;;SP;2.207.52929;NÃO;000;0;0.0;0;0;0;0;8;10;35;42;37;25;0;000;18;5.7676300000000005;1473;10068;0;0;300.00000;000
754;28/04/2009;40;28;41;35;38;10;000;0;;;000;SIM;378.10714;0;0.0;0;0;0;0;50;45;48;13;16;19;0;000;28;2.6474;1358;7797;0;0;500.00000;000
755;02/05/2009;39;33;7;45;28;34;000;1;;RS;455.43362;NÃO;000;0;0.0;0;0;0;0;27;10;48;2;47;50;0;000;11;4.68646;877;8397;0;0;200.00000;000
756;05/05/2009;33;10;29;13;14;32;000;0;;;000;SIM;278.12078;0;0.0;0;0;0;0;15;43;50;37;34;36;0;000;16;4.1832199999999995;875;10927;0;0;400.00000;000
757;08/05/2009;35;14;19;22;49;6;000;0;;;000;SIM;548.60686;0;0.0;0;0;0;0;39;43;44;26;40;46;0;000;12;7.5135;1033;12468;0;0;700.00000;000
758;12/05/2009;11;45;4;19;34;24;000;0;;;000;SIM;795.57448;0;0.0;0;0;0;0;20;31;11;9;35;41;0;000;12;6.86021;890;13213;0;0;1.000.00000;000
759;15/05/2009;1;20;31;10;29;6;000;0;;;000;SIM;1.093.12944;0;0.0;0;0;0;0;26;22;12;9;16;5;0;000;42;2.36155;1661;8530;0;0;1.300.00000;000
760;19/05/2009;25;48;36;15;21;9;000;0;;;000;SIM;1.371.47552;0;0.0;0;0;0;0;32;7;33;45;27;5;0;000;36;2.57728;1801;7359;0;0;1.500.00000;000
761;22/05/2009;18;21;12;8;20;28;000;0;;;000;SIM;1.688.84004;0;0.0;0;0;0;0;4;24;11;35;39;2;0;000;25;4.23153;1389;10880;0;0;1.900.00000;000
762;26/05/2009;12;11;28;35;34;45;1.561.99500;1;SÃO BERNARDO DO CAMPO;SP;1.833.23114;NÃO;144.39110;0;0.0;0;0;0;0;23;45;22;50;49;13;0;000;14;6.875769999999999;1578;8714;0;0;300.00000;000
763;29/05/2009;40;49;33;50;31;41;1.437.36100;1;SANTO ANDRÉ;SP;277.26101;NÃO;132.86991;0;0.0;0;0;0;0;12;50;41;31;45;23;0;000;15;5.90533;1159;10918;0;0;250.00000;000
764;02/06/2009;25;41;32;46;50;4;1.200.18800;0;;;000;SIM;354.76109;0;0.0;0;0;0;0;27;47;35;31;19;21;0;000;16;4.622730000000001;937;11276;0;0;500.00000;000
765;05/06/2009;20;11;4;24;7;42;1.436.67700;0;;;000;SIM;620.37445;0;0.0;0;0;0;0;31;49;2;4;44;5;0;000;14;6.32413;1250;10118;0;0;800.00000;000
766;09/06/2009;39;17;9;50;38;41;1.392.58200;0;;;000;SIM;877.83550;0;0.0;0;0;0;0;30;45;50;6;2;3;0;000;35;2.45201;1623;7553;0;0;1.000.00000;000
767;12/06/2009;8;23;9;28;13;17;1.408.09600;0;;;000;SIM;1.138.16479;0;0.0;0;0;0;0;34;29;42;28;32;49;0;000;14;6.19832;1005;12334;0;0;1.300.00000;000
768;16/06/2009;6;2;21;5;25;1;1.521.01500;0;;;000;SIM;1.278.76769;0;0.0;0;0;0;0;39;48;17;5;29;14;1;140.60291;17;5.51384;1378;9717;0;0;1.500.00000;000
769;19/06/2009;35;38;7;45;15;30;1.696.19100;0;;;000;SIM;1.592.36009;0;0.0;0;0;0;0;3;49;43;16;50;13;0;000;31;3.37196;1785;8365;0;0;1.800.00000;000
770;23/06/2009;20;33;24;50;1;34;1.578.99100;2;ARAPIRACA;AL;869.16115;NÃO;145.96222;0;0.0;0;0;0;0;17;18;41;4;43;49;0;000;29;3.35545;1239;11219;0;0;300.00000;000
770;23/06/2009;20;33;24;50;1;34;1.578.99100;2;SANTO ANDRÉ;SP;869.16115;NÃO;145.96222;0;0.0;0;0;0;0;17;18;41;4;43;49;0;000;29;3.35545;1239;11219;0;0;300.00000;000
771;26/06/2009;18;32;29;7;4;24;1.393.35000;1;Aracaju;SE;274.76375;NÃO;128.80153;0;0.0;0;0;0;0;19;42;23;8;43;25;0;000;18;4.77043;1287;9531;0;0;260.00000;000
772;30/06/2009;13;4;42;30;32;21;1.287.41400;0;;;000;SIM;366.81909;0;0.0;0;0;0;0;24;19;40;9;1;25;0;000;17;4.667009999999999;1151;9847;0;0;500.00000;000
773;03/07/2009;9;33;17;20;18;6;1.614.73000;1;FRANCA;SP;516.08502;NÃO;149.26594;0;0.0;0;0;0;0;5;47;9;1;7;42;0;000;23;4.32655;2193;6482;0;0;250.00000;000
774;07/07/2009;5;48;7;25;45;12;1.297.75800;0;;;000;SIM;389.19590;0;0.0;0;0;0;0;25;7;8;30;45;19;0;000;31;2.5799;1388;8231;0;0;500.00000;000
775;10/07/2009;47;38;16;7;37;35;1.494.42600;0;;;000;SIM;665.48591;0;0.0;0;0;0;0;7;5;13;32;17;47;0;000;62;1.48543;2532;5196;0;0;800.00000;000
776;14/07/2009;37;39;4;36;49;40;1.354.86700;0;;;000;SIM;915.97420;0;0.0;0;0;0;0;29;1;36;40;4;16;0;000;14;5.96401;903;13209;0;0;1.100.00000;000
777;17/07/2009;36;1;6;23;48;22;1.623.66800;0;;;000;SIM;1.216.15854;0;0.0;0;0;0;0;32;43;2;18;7;28;0;000;14;7.14725;1294;11046;0;0;1.400.00000;000
778;21/07/2009;29;6;14;34;38;32;1.541.70800;0;;;000;SIM;1.501.19007;0;0.0;0;0;0;0;8;13;16;26;24;37;0;000;21;4.52431;1663;8161;0;0;1.700.00000;000
779;24/07/2009;23;13;34;46;36;45;1.737.75700;0;;;000;SIM;1.822.46722;0;0.0;0;0;0;0;42;23;21;7;37;20;0;000;30;3.56975;1598;9573;0;0;2.000.00000;000
780;28/07/2009;21;50;24;29;33;39;1.722.34400;0;;;000;SIM;2.140.89480;0;0.0;0;0;0;0;34;29;35;20;42;36;0;000;15;7.076169999999999;1100;13784;0;0;2.300.00000;000
781;31/07/2009;50;2;17;41;40;20;2.054.93800;0;;;000;SIM;2.520.81249;0;0.0;0;0;0;0;16;18;50;45;21;48;0;000;31;4.08513;1820;9940;0;0;2.800.00000;000
782;04/08/2009;37;32;11;47;34;22;1.964.14100;0;;;000;SIM;2.883.94361;0;0.0;0;0;0;0;6;37;35;29;43;44;0;000;28;4.32299;1529;11309;0;0;3.000.00000;000
783;07/08/2009;41;7;25;3;50;1;2.568.53700;0;;;000;SIM;3.358.81568;0;0.0;0;0;0;0;21;29;50;40;5;1;0;000;46;3.4411099999999997;2267;9974;0;0;3.600.00000;000
784;11/08/2009;23;45;18;8;28;38;2.598.71200;1;SÃO PAULO;SP;3.599.04109;NÃO;240.22542;0;0.0;0;0;0;0;1;43;45;5;37;30;0;000;34;4.7103;1786;12809;0;0;350.00000;000
785;14/08/2009;20;1;40;24;17;41;1.680.31300;0;;;000;SIM;550.88229;0;0.0;0;0;0;0;36;7;2;3;20;19;0;000;46;2.25113;1883;7856;0;0;700.00000;000
786;18/08/2009;14;19;4;50;44;32;1.512.62200;0;;;000;SIM;690.70935;0;0.0;0;0;0;0;1;39;2;10;8;16;1;139.82706;31;3.00704;1624;8200;0;0;850.00000;000
787;21/08/2009;40;5;23;11;1;19;1.799.46000;0;;;000;SIM;1.023.39416;0;0.0;0;0;0;0;40;4;50;48;32;25;0;000;24;4.62062;1583;10007;0;0;1.200.00000;000
788;25/08/2009;21;37;32;25;46;13;1.631.83100;0;;;000;SIM;1.325.08766;0;0.0;0;0;0;0;7;43;4;20;24;41;0;000;23;4.37237;1564;9185;0;0;1.500.00000;000
789;28/08/2009;34;32;43;47;5;50;1.996.62700;0;;;000;SIM;1.694.22480;0;0.0;0;0;0;0;37;18;40;5;14;15;0;000;17;7.23798;1504;11687;0;0;1.800.00000;000
790;01/09/2009;12;31;24;14;39;49;1.834.63500;0;;;000;SIM;2.033.41278;0;0.0;0;0;0;0;35;40;23;46;49;28;0;000;25;4.52251;1403;11512;0;0;2.200.00000;000
791;04/09/2009;24;6;14;29;21;4;2.266.86000;0;;;000;SIM;2.452.51069;0;0.0;0;0;0;0;42;35;43;24;3;32;0;000;17;8.21761;1762;11326;0;0;2.600.00000;000
792;08/09/2009;35;18;50;42;8;5;1.535.58600;0;;;000;SIM;2.736.41037;0;0.0;0;0;0;0;18;47;20;30;29;15;0;000;7;13.519029999999999;936;14443;0;0;3.000.00000;000
793;11/09/2009;2;33;14;41;8;7;2.400.42100;0;;;000;SIM;3.180.20109;0;0.0;0;0;0;0;3;38;18;39;43;30;0;000;43;3.44024;1700;12431;0;0;3.500.00000;000
794;15/09/2009;38;11;35;6;47;18;2.156.36900;1;BAIXO GUANDU;ES;3.379.53624;NÃO;199.33515;0;0.0;0;0;0;0;48;10;46;16;45;34;0;000;35;3.7968599999999997;1772;10713;0;0;300.00000;000
795;18/09/2009;43;20;40;30;33;17;1.566.08400;0;;;000;SIM;488.87333;0;0.0;0;0;0;0;24;29;9;23;7;11;0;000;28;3.44688;1924;7166;0;0;700.00000;000
796;22/09/2009;11;36;49;37;29;1;1.501.04200;0;;;000;SIM;766.38651;0;0.0;0;0;0;0;8;4;35;45;17;37;0;000;28;3.3037300000000003;1367;9667;0;0;900.00000;000
797;25/09/2009;19;49;50;8;16;29;1.754.38300;0;;;000;SIM;1.090.73747;0;0.0;0;0;0;0;9;39;24;48;36;28;0;000;31;3.4876400000000003;1662;9293;0;0;1.300.00000;000
798;29/09/2009;49;25;29;45;22;2;1.564.32500;0;;;000;SIM;1.379.95044;0;0.0;0;0;0;0;20;41;39;1;37;47;0;000;7;13.77205;853;16145;0;0;1.500.00000;000
799;02/10/2009;11;17;47;38;42;49;1.996.60900;0;;;000;SIM;1.564.51734;0;0.0;0;0;0;0;35;13;15;18;21;42;3;61.52230;93;1.3230600000000001;2336;7524;0;0;1.800.00000;000
800;06/10/2009;5;37;7;39;40;30;1.704.11000;0;;;000;SIM;1.879.57381;0;0.0;0;0;0;0;47;50;38;7;25;22;0;000;45;2.33376;1692;8866;0;0;2.000.00000;000
801;09/10/2009;48;5;43;35;39;17;1.845.63000;0;;;000;SIM;2.220.79455;0;0.0;0;0;0;0;4;12;33;14;22;8;0;000;43;2.64512;1814;8957;0;0;2.400.00000;000
802;13/10/2009;48;6;10;35;44;37;1.433.99300;0;;;000;SIM;2.485.91168;0;0.0;0;0;0;0;17;18;5;3;48;31;0;000;29;3.04732;1389;9089;0;0;2.700.00000;000
803;16/10/2009;31;32;20;12;5;37;1.979.36700;0;;;000;SIM;2.851.85778;0;0.0;0;0;0;0;30;9;40;5;8;31;0;000;20;6.0991;1528;11404;0;0;3.000.00000;000
804;20/10/2009;44;35;23;38;22;16;1.896.19100;0;;;000;SIM;3.202.42627;0;0.0;0;0;0;0;9;43;32;19;33;2;0;000;25;4.67425;1565;10666;0;0;3.400.00000;000
805;23/10/2009;9;3;16;19;14;42;2.041.66100;0;;;000;SIM;3.579.88930;0;0.0;0;0;0;0;42;22;1;35;5;3;0;000;28;4.493609999999999;1929;9318;0;0;3.800.00000;000
806;27/10/2009;30;20;33;16;8;11;1.893.78500;1;RIO DE JANEIRO;RJ;3.754.95113;NÃO;175.06184;0;0.0;0;0;0;0;9;49;12;8;5;36;0;000;58;2.0122;2321;7183;0;0;300.00000;000
807;30/10/2009;37;29;11;36;13;6;1.348.16100;1;GUAPIAÇU;SP;299.68608;NÃO;124.62425;0;0.0;0;0;0;0;5;39;17;20;2;47;0;000;30;2.76943;1331;8917;0;0;200.00000;000
808;03/11/2009;8;27;15;9;12;50;973.43100;0;;;000;SIM;304.59252;0;0.0;0;0;0;0;5;47;16;29;8;36;0;000;20;2.99947;1101;7783;0;0;450.00000;000
809;06/11/2009;29;49;8;34;50;10;1.328.85400;0;;;000;SIM;550.27152;0;0.0;0;0;0;0;17;23;7;42;22;30;0;000;12;6.82442;1001;11687;0;0;700.00000;000
810;10/11/2009;34;32;42;45;30;18;1.318.13200;0;;;000;SIM;793.96823;0;0.0;0;0;0;0;2;49;45;26;40;46;0;000;15;5.4154800000000005;769;15090;0;0;900.00000;000
811;13/11/2009;6;37;10;9;20;45;1.474.78800;0;;;000;SIM;1.066.62757;0;0.0;0;0;0;0;24;10;4;48;38;22;0;000;19;4.7835;1226;10590;0;0;1.200.00000;000
812;17/11/2009;26;40;9;48;22;27;1.441.21000;0;;;000;SIM;1.333.07898;0;0.0;0;0;0;0;15;7;10;48;45;9;0;000;41;2.16627;1653;7675;0;0;1.500.00000;000
813;20/11/2009;9;3;13;38;45;50;1.386.64100;0;;;000;SIM;1.589.44166;0;0.0;0;0;0;0;37;2;14;9;5;44;0;000;26;3.2867;1420;8597;0;0;1.800.00000;000
814;24/11/2009;49;38;24;2;29;50;1.573.34700;0;;;000;SIM;1.880.32262;0;0.0;0;0;0;0;43;35;7;6;16;4;0;000;17;5.70355;1501;9228;0;0;2.000.00000;000
815;27/11/2009;35;9;22;28;46;39;1.697.37400;0;;;000;SIM;2.194.13374;0;0.0;0;0;0;0;29;30;50;43;21;2;0;000;27;3.8742099999999997;1158;12904;0;0;2.400.00000;000
816;01/12/2009;45;40;43;36;50;31;1.753.54500;0;;;000;SIM;2.356.23176;0;0.0;0;0;0;0;12;33;13;49;5;15;1;162.09802;34;3.1784;2074;7443;0;0;2.500.00000;000
817;04/12/2009;24;48;9;7;18;5;1.839.18100;0;;;000;SIM;2.696.26021;0;0.0;0;0;0;0;34;36;49;25;39;35;0;000;27;4.1978800000000005;1281;12639;0;0;3.000.00000;000
818;08/12/2009;39;45;29;50;41;44;1.673.27300;0;;;000;SIM;3.005.61553;0;0.0;0;0;0;0;28;31;46;14;5;50;0;000;17;6.06579;1497;9840;0;0;3.200.00000;000
819;11/12/2009;11;28;21;32;4;34;1.904.14000;0;;;000;SIM;3.181.63458;0;0.0;0;0;0;0;26;40;8;33;46;3;1;176.01906;36;3.25961;1551;10808;0;0;3.400.00000;000
820;15/12/2009;35;11;4;1;44;42;1.917.75100;0;;;000;SIM;3.536.18909;0;0.0;0;0;0;0;39;18;25;21;27;7;0;000;27;4.3772199999999994;1760;9592;0;0;3.800.00000;000
821;18/12/2009;19;10;17;1;34;7;2.056.57000;0;;;000;SIM;3.726.29880;0;0.0;0;0;0;0;44;12;17;38;19;2;2;95.05486;53;2.39132;2189;8271;0;0;4.000.00000;000
822;22/12/2009;20;32;40;25;12;14;1.951.82600;0;;;000;SIM;4.087.15311;0;0.0;0;0;0;0;32;2;17;19;34;10;0;000;66;1.8225;2715;6329;0;0;4.200.00000;000
823;26/12/2009;22;1;39;28;48;45;1.221.14100;0;;;000;SIM;4.200.03561;0;0.0;0;0;0;0;16;47;21;5;42;38;1;112.88250;16;4.7034400000000005;1045;10287;0;0;4.400.00000;000
824;29/12/2009;12;30;6;41;10;36;1.782.40500;0;;;000;SIM;4.529.56728;0;0.0;0;0;0;0;41;34;3;11;43;44;0;000;34;3.2307;1530;10256;0;0;4.700.00000;000
825;02/01/2010;34;19;36;13;17;20;605.54700;0;;;000;SIM;4.641.52101;0;0.0;0;0;0;0;6;17;43;5;35;45;0;000;9;4.1464300000000005;562;9485;0;0;4.800.00000;000
826;05/01/2010;29;2;18;39;50;44;2.242.09500;0;;;000;SIM;4.848.78069;0;0.0;0;0;0;0;47;36;10;5;43;24;1;207.25968;58;2.3822900000000002;2485;7943;0;0;5.000.00000;000
827;09/01/2010;49;23;15;30;6;36;2.956.31500;0;;;000;SIM;5.122.06299;0;0.0;0;0;0;0;25;27;49;15;43;16;1;273.28231;17;10.71696;2595;10029;0;0;5.300.00000;000
828;12/01/2009;20;5;9;24;39;32;2.448.57600;0;;;000;SIM;5.574.75663;0;0.0;0;0;0;0;26;42;46;11;50;19;0;000;31;4.8676699999999995;2119;10173;0;0;6.000.00000;000
829;15/01/2010;38;39;36;12;44;23;2.900.80100;1;SALVADOR;BA;5.842.90721;NÃO;268.15059;0;0.0;0;0;0;0;9;18;17;33;27;14;0;000;46;3.8862400000000004;3008;8490;0;0;400.00000;000
830;19/01/2010;28;1;49;29;7;21;1.347.32400;0;;;000;SIM;517.24434;0;0.0;0;0;0;0;39;42;4;18;8;35;0;000;21;3.9538699999999998;1280;9266;0;0;700.00000;000
831;22/01/2010;20;46;12;27;1;8;1.502.13000;0;;;000;SIM;794.95867;0;0.0;0;0;0;0;35;50;38;25;9;36;0;000;12;7.714289999999999;1126;11744;0;0;1.000.00000;000
832;26/01/2010;33;23;10;49;46;27;1.458.13700;0;;;000;SIM;1.064.53956;0;0.0;0;0;0;0;45;32;25;35;30;8;0;000;15;5.99069;1048;12249;0;0;1.200.00000;000
833;29/01/2010;17;8;40;24;30;34;1.672.72600;0;;;000;SIM;1.373.79375;0;0.0;0;0;0;0;19;18;32;41;37;50;0;000;20;5.15424;1296;11362;0;0;1.500.00000;000
834;02/02/2010;40;43;37;30;11;21;1.680.62500;0;;;000;SIM;1.684.50831;0;0.0;0;0;0;0;42;7;43;22;20;10;0;000;20;5.17858;1239;11941;0;0;1.900.00000;000
835;05/02/2010;15;50;21;22;12;6;1.770.97700;0;;;000;SIM;2.011.92718;0;0.0;0;0;0;0;29;43;26;36;50;45;0;000;26;4.19768;1310;11901;0;0;2.200.00000;000
836;09/02/2010;45;33;21;13;20;6;1.824.30800;0;;;000;SIM;2.349.20591;0;0.0;0;0;0;0;47;39;41;27;4;19;0;000;20;5.62131;1656;9698;0;0;2.500.00000;000
837;12/02/2010;14;15;11;30;36;7;1.848.86400;0;;;000;SIM;2.520.11524;0;0.0;0;0;0;0;6;2;45;28;38;18;1;170.90933;23;4.9539;1589;10243;0;0;2.600.00000;000
838;17/02/2010;10;28;50;30;31;41;875.64300;0;;;000;SIM;2.682.00442;0;0.0;0;0;0;0;40;16;33;12;22;24;0;000;12;4.496919999999999;725;10633;0;0;2.900.00000;000
839;19/02/2010;6;3;2;26;25;22;1.731.98600;0;;;000;SIM;3.002.21462;0;0.0;0;0;0;0;9;40;38;7;23;5;0;000;22;4.8516699999999995;1515;10064;0;0;3.200.00000;000
840;23/02/2010;6;48;2;50;7;24;1.952.15900;0;;;000;SIM;3.363.13049;0;0.0;0;0;0;0;5;3;34;47;13;21;0;000;56;2.14831;2245;7655;0;0;3.600.00000;000
841;26/02/2010;39;24;36;30;14;5;2.201.08800;0;;;000;SIM;3.770.06845;0;0.0;0;0;0;0;9;33;44;13;7;17;0;000;136;1.42485;3891;4980;0;0;4.000.00000;000
842;02/03/2010;17;10;49;50;26;37;2.566.65300;0;;;000;SIM;4.244.59220;0;0.0;0;0;0;0;4;6;47;46;7;27;0;000;47;3.36542;2398;9423;0;0;4.500.00000;000
843;05/03/2010;18;10;42;37;31;13;3.108.91600;1;CIANORTE;PR;4.531.98098;NÃO;287.38878;0;0.0;0;0;0;0;9;40;27;4;50;32;0;000;44;4.35438;2734;10011;0;0;400.00000;000
844;09/03/2010;2;4;5;26;24;40;1.485.28400;0;;;000;SIM;561.98861;0;0.0;0;0;0;0;38;4;40;47;25;30;0;000;8;11.44166;888;14725;0;0;800.00000;000
845;12/03/2010;36;40;39;41;43;49;1.545.10400;0;;;000;SIM;704.81831;0;0.0;0;0;0;0;36;8;45;35;41;2;1;142.82970;33;2.88545;1146;11869;0;0;900.00000;000
846;16/03/2010;24;1;11;44;45;48;1.554.99500;0;;;000;SIM;992.30633;0;0.0;0;0;0;0;48;36;24;44;39;18;0;000;42;2.28165;2003;6834;0;0;1.200.00000;000
847;19/03/2010;11;36;38;47;49;32;1.621.76100;0;;;000;SIM;1.292.13809;0;0.0;0;0;0;0;12;4;49;42;28;13;0;000;30;3.3314699999999995;1657;8616;0;0;1.500.00000;000
848;23/03/2010;21;49;20;43;4;27;1.599.94800;0;;;000;SIM;1.587.93705;0;0.0;0;0;0;0;34;17;43;44;36;48;0;000;15;6.57331;1702;8275;0;0;1.800.00000;000
849;26/03/2010;36;15;23;42;10;37;1.747.01600;0;;;000;SIM;1.910.92599;0;0.0;0;0;0;0;44;5;34;17;2;6;0;000;28;3.8451;1433;10733;0;0;2.100.00000;000
850;30/03/2010;25;50;21;19;45;10;1.759.58000;0;;;000;SIM;2.236.23779;0;0.0;0;0;0;0;34;20;22;45;14;21;0;000;20;5.42186;1201;12898;0;0;2.400.00000;000
851;03/04/2010;42;7;17;10;2;40;1.258.01300;0;;;000;SIM;2.468.81968;0;0.0;0;0;0;0;50;39;15;42;23;35;0;000;19;4.08039;1177;9409;0;0;2.600.00000;000
852;06/04/2010;50;36;48;14;24;6;1.692.79800;0;;;000;SIM;2.625.30223;0;0.0;0;0;0;0;16;1;5;50;31;8;1;156.48255;30;3.47739;1748;8525;0;0;2.800.00000;000
853;09/04/2010;29;3;27;7;10;50;1.982.79500;0;;;000;SIM;2.991.88209;0;0.0;0;0;0;0;7;18;2;20;44;33;0;000;37;3.30252;1834;9518;0;0;3.200.00000;000
854;13/04/2010;4;25;47;11;30;12;2.142.02600;0;;;000;SIM;3.387.90064;0;0.0;0;0;0;0;31;19;17;37;39;14;0;000;49;2.694;1879;10036;0;0;3.600.00000;000
855;16/04/2010;5;17;29;50;31;10;2.547.87500;1;DIVINÓPOLIS;MG;3.623.42667;NÃO;235.52604;0;0.0;0;0;0;0;4;21;11;1;50;15;0;000;55;2.85486;2628;8535;0;0;400.00000;000
856;20/04/2010;21;28;39;32;3;22;1.337.00400;0;;;000;SIM;482.71181;0;0.0;0;0;0;0;18;4;33;7;25;28;0;000;42;1.9617900000000001;1555;7569;0;0;600.00000;000
857;23/04/2010;44;2;42;21;43;1;1.296.50400;0;;;000;SIM;722.40993;0;0.0;0;0;0;0;28;25;45;21;4;29;0;000;18;4.43886;1186;9624;0;0;900.00000;000
858;27/04/2010;11;34;3;48;4;8;1.493.22600;0;;;000;SIM;998.47809;0;0.0;0;0;0;0;43;21;29;1;35;18;0;000;19;4.8433;1068;12309;0;0;1.200.00000;000
859;30/04/2010;28;27;31;7;5;12;1.512.67900;0;;;000;SIM;1.278.14273;0;0.0;0;0;0;0;36;4;35;40;26;45;0;000;14;6.65868;919;14491;0;0;1.500.00000;000
860;04/05/2010;1;24;41;9;34;3;1.542.68200;0;;;000;SIM;1.563.35434;0;0.0;0;0;0;0;42;20;6;11;44;43;0;000;25;3.8028199999999996;1287;10552;0;0;1.800.00000;000
861;07/05/2010;11;49;30;25;40;41;1.787.81200;0;;;000;SIM;1.893.88568;0;0.0;0;0;0;0;48;4;18;47;13;12;0;000;42;2.62327;1753;8978;0;0;2.100.00000;000
862;11/05/2010;37;50;30;6;10;4;1.964.03000;1;FORTALEZA;CE;2.075.44097;NÃO;181.55529;0;0.0;0;0;0;0;6;36;10;12;31;35;0;000;26;4.65526;1631;10601;0;0;300.00000;000
863;14/05/2010;3;30;7;38;46;40;1.423.32200;0;;;000;SIM;444.69957;0;0.0;0;0;0;0;49;9;13;1;11;30;0;000;23;3.8136900000000002;1536;8157;0;0;600.00000;000
864;18/05/2010;24;16;4;28;32;46;1.399.42900;1;SÃO PAULO;SP;574.06305;NÃO;129.36348;0;0.0;0;0;0;0;18;5;10;6;21;46;0;000;25;3.4497;1589;7753;0;0;300.00000;000
865;21/05/2010;38;11;21;46;17;41;1.297.05700;0;;;000;SIM;369.16385;0;0.0;0;0;0;0;37;5;21;27;39;20;0;000;20;3.9966800000000005;956;11944;0;0;500.00000;000
866;25/05/2010;4;9;37;40;23;47;1.515.15000;0;;;000;SIM;602.59841;30;2.33434;1201;5553;0;0;42;44;3;7;34;33;0;000;24;2.91793;1427;4673;0;0;800.00000;000
867;28/05/2010;19;11;8;20;46;7;1.791.02000;0;;;000;SIM;768.16063;38;2.17845;1689;4667;0;0;10;26;12;6;27;36;1;110.37481;27;3.06597;1994;3953;0;0;1.000.00000;000
868;01/06/2010;6;15;30;34;31;18;1.896.15200;0;;;000;SIM;943.44127;26;3.3707800000000003;1307;6386;0;0;45;37;11;47;35;7;1;116.85376;37;2.3686599999999998;1689;4941;0;0;1.200.00000;000
869;04/06/2010;22;42;18;30;6;16;1.844.12400;0;;;000;SIM;1.227.55986;24;3.55148;1273;6376;0;0;16;43;3;14;8;11;0;000;39;2.18553;1759;4614;0;0;1.500.00000;000
870;08/06/2010;4;37;10;8;35;22;2.060.50500;0;;;000;SIM;1.545.01562;49;1.9436099999999998;2098;4323;0;0;24;10;13;18;4;7;0;000;78;1.22099;2933;3092;0;0;1.700.00000;000
