Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Time_Coração;Valor_Arrecadado;Ganhadores_7_Números;Cidade;UF;Ganhadores_6_Números;Ganhadores_5_Números;Ganhadores_4_Números;Ganhadores_3_Números;Ganhadores_Time_Coração;Valor_Rateio_7_Números;Valor_Rateio_6_Números;Valor_Rateio_5_Números;Valor_Rateio_4_Números;Valor_Rateio_3_Números;Valor_Time_Coração;Valor_Acumulado;Estimativa_Premio
1138;30/01/2018;41;21;1;16;39;6;23;MOTO CLUBE/MA;2.883.72200;0;;;7;285;5138;49248;13476;000;22.59617;79284.0;600;200;500;7.789.14177;8.000.00000
1139;01/02/2018;69;54;2;19;72;56;42;PALMAS/TO;3.050.67800;0;;;6;346;5988;55544;12499;000;27.855359999999997;69005.0;600;200;500;8.583.85089;8.800.00000
1140;03/02/2018;23;45;57;68;36;73;19;NACIONAL/AM;3.158.37600;2;GOIÂNIA;GO;25;475;7214;60951;10449;4.508.12429;6.918360000000001;52017.0;600;200;500;000;100.00000
1140;03/02/2018;23;45;57;68;36;73;19;NACIONAL/AM;3.158.37600;2;Aracaju;SE;25;475;7214;60951;10449;4.508.12429;6.918360000000001;52017.0;600;200;500;000;100.00000
1141;06/02/2018;22;27;60;3;74;30;53;INTER LIMEIRA/SP;1.277.17600;0;;;2;137;2169;21237;5220;000;35.413909999999994;73855.0;600;200;500;177.06954;350.00000
1142;08/02/2018;70;37;38;69;78;10;30;RORAIMA/RR;1.293.58800;0;;;3;74;1799;19043;3687;000;24.627660000000002;1.42631;600;200;500;361.77696;500.00000
1143;10/02/2018;66;6;14;56;11;36;68;BOTAFOGO/PB;1.328.45000;0;;;4;131;2408;23276;6658;000;18.0879;78900.0;600;200;500;542.65591;700.00000
1144;15/02/2018;72;23;19;34;58;48;9;PARANÁ/PR;1.410.60600;1;MONTE ALTO;SP;5;152;2880;26928;5208;735.75187;15.447679999999998;72592.0;600;200;500;000;350.00000
1145;17/02/2018;20;24;51;49;47;12;64;SERGIPE/SE;1.169.75400;0;;;2;113;2133;20300;4048;000;32.51142;82203.0;600;200;500;396.18703;500.00000
1146;20/02/2018;63;12;48;6;4;39;26;XV PIRACICABA/SP;1.186.75800;0;;;1;121;2458;21753;3012;000;66.16326;78114.0;600;200;500;561.59516;700.00000
1147;22/02/2018;48;55;8;40;39;26;68;REMO/PA;1.361.56600;0;;;1;127;2309;21929;6837;000;74.81926999999999;84161.0;600;200;500;748.64334;900.00000
1148;24/02/2018;56;68;44;53;10;9;70;XV PIRACICABA/SP;1.424.75000;0;;;1;109;2246;24100;3519;000;80.65596;1.05708;600;200;500;950.28324;1.100.00000
1149;27/02/2018;24;3;29;47;49;1;15;FLUMINENSE/RJ;1.562.90000;0;;;4;182;3445;30121;17097;000;19.3388;60718.0;600;200;500;1.325.67946;1.500.00000
1150;01/03/2018;3;65;21;33;37;19;64;NACIONAL/AM;1.641.28400;0;;;6;167;3223;30321;5243;000;15.138570000000001;77700.0;600;200;500;1.552.75794;1.800.00000
1151;03/03/2018;12;70;10;14;44;29;41;GUARANI/SP;1.676.02400;0;;;4;153;3296;30155;8752;000;22.649379999999997;84591.0;600;200;500;1.779.25170;2.000.00000
1152;06/03/2018;16;77;55;33;71;12;52;NÁUTICO/PE;1.549.33600;0;;;7;189;3359;29293;7272;000;11.9519;63237.0;600;200;500;1.988.40980;2.200.00000
1153;08/03/2018;80;57;74;48;8;52;21;PALMAS/TO;1.680.43800;0;;;3;155;2936;28601;6922;000;30.96677;85622.0;600;200;500;2.220.66052;2.400.00000
1154;10/03/2018;65;56;27;28;73;54;80;RIVER/PI;1.795.17000;0;;;2;146;3010;30621;8346;000;49.332240000000006;96540.0;600;200;500;2.695.65016;3.000.00000
1155;13/03/2018;39;14;25;42;50;61;8;TREZE/PB;1.747.86400;0;;;2;142;2695;27494;10490;000;47.628659999999996;95832.0;600;200;500;2.933.79347;3.200.00000
1156;15/03/2018;15;52;17;76;72;66;68;SPORT/PE;2.011.23800;0;;;3;158;3283;32543;11384;000;36.56173;99172.0;600;200;500;3.208.00639;3.400.00000
1157;17/03/2018;46;9;20;18;44;55;35;RIO BRANCO/AC;1.911.18800;0;;;4;197;3547;35018;6499;000;26.43667;76683.0;600;200;500;3.472.37310;3.700.00000
1158;20/03/2018;50;21;44;58;9;31;22;BARUERI/SP;1.883.22000;0;;;4;154;2953;30040;6632;000;26.436320000000002;98093.0;600;200;500;3.736.73622;3.900.00000
1159;22/03/2018;18;48;67;13;68;37;47;CRB/AL;2.104.10800;0;;;6;188;3604;36518;8517;000;19.38171;88366.0;600;200;500;4.293.82424;4.500.00000
1160;24/03/2018;3;60;66;41;40;72;51;BRAGANTINO/SP;2.197.62200;0;;;4;163;3181;32876;8274;000;30.96443;1.08551;600;200;500;4.603.46858;4.800.00000
1161;27/03/2018;1;71;41;50;49;33;55;TREZE/PB;2.147.43000;0;;;7;222;3864;36368;11868;000;16.65116;75005.0;600;200;500;4.894.86381;5.100.00000
1162;29/03/2018;61;57;20;24;40;19;48;SÃO CAETANO/SP;2.213.85200;0;;;5;166;3700;36978;8520;000;24.62925;1.05977;600;200;500;5.202.72938;5.400.00000
1163;31/03/2018;72;36;33;43;38;37;6;AMERICANO/RJ;1.609.79800;0;;;3;129;2856;27659;5680;000;29.850479999999997;99171.0;600;200;500;5.426.60796;5.500.00000
1164;03/04/2018;25;45;30;62;77;10;74;CRUZEIRO/MG;2.411.72800;0;;;5;223;4486;42040;26869;000;24.19351;77493.0;600;200;500;6.016.06736;6.200.00000
1165;05/04/2018;68;56;22;12;41;27;65;SANTO ANDRE/SP;2.817.68400;0;;;8;255;4852;47643;11301;000;19.516560000000002;87469.0;600;200;500;6.406.39844;6.600.00000
1166;07/04/2018;51;23;35;74;39;50;52;RIO BRANCO/ES;3.219.66200;0;;;8;287;5566;52934;12109;000;22.42162;89284.0;600;200;500;6.854.83087;7.200.00000
1167;10/04/2018;67;37;60;21;9;71;76;RORAIMA/RR;2.860.26800;0;;;3;220;4520;44910;9396;000;53.75082;1.0470899999999999;600;200;500;7.257.96202;7.500.00000
1168;12/04/2018;75;74;67;72;68;54;19;AMÉRICA/MG;3.202.89600;1;SÃO PAULO;SP;4;355;6012;56704;16365;7.692.67152;43.47095;69973.0;600;200;500;000;100.00000
1169;14/04/2018;26;72;67;5;8;36;4;CRUZEIRO/MG;1.366.27200;0;;;2;129;2679;26814;15236;000;33.78222;74822.0;600;200;500;538.01418;750.00000
1170;17/04/2018;44;35;48;38;77;51;11;VILLA NOVA/MG;1.273.54800;0;;;1;115;2233;22095;3027;000;71.83527;89236.0;600;200;500;717.60236;900.00000
1171;19/04/2018;22;27;12;9;58;43;26;SANTO ANDRÉ/SP;1.366.13800;0;;;5;157;2968;26515;5078;000;14.901470000000002;67795.0;600;200;500;903.87078;1.100.00000
1172;24/04/2018;15;21;3;79;69;16;7;UNIÃO BARBARENSE/SP;1.728.79200;0;;;8;166;3556;32332;4012;000;12.06072;83034.0;600;200;500;1.145.08529;1.300.00000
1173;26/04/2018;75;8;62;2;5;3;4;AMÉRICA/MG;1.552.49200;0;;;3;639;4074;31320;7156;000;27.59318;18506.0;600;200;500;1.352.03410;1.500.00000
1174;28/04/2018;58;69;61;27;12;3;21;RIO BRANCO/AC;1.597.44200;0;;;3;190;2888;28358;5271;000;29.60647;66781.0;600;200;500;1.781.29633;2.000.00000
1175;03/05/2018;50;40;71;11;6;78;38;AMÉRICA/RJ;2.007.45800;0;;;4;136;3078;30956;9797;000;27.7923;1.16774;600;200;500;2.059.21932;2.300.00000
1176;05/05/2018;61;66;67;12;63;76;71;PALMAS/TO;1.822.68200;0;;;7;161;2976;27881;7634;000;14.532910000000001;90266.0;600;200;500;2.313.54532;2.500.00000
1177;08/05/2018;14;65;74;30;33;54;7;FLAMENGO/RJ;1.859.00000;0;;;4;157;3181;31445;51994;000;17.96179;65375.0;600;200;500;2.493.16322;2.700.00000
1178;10/05/2018;43;37;38;69;35;15;66;ABC/RN;1.817.61600;0;;;2;217;3409;31173;12363;000;48.40419;63731.0;600;200;500;2.735.18415;3.000.00000
1179;12/05/2018;33;57;5;21;60;32;79;CORITIBA/PR;1.896.49000;0;;;3;175;3270;32835;11082;000;34.14532;83621.0;600;200;500;3.233.26960;3.400.00000
1180;15/05/2018;29;79;45;58;1;73;68;SAMPAIO CORRÊA/MA;1.819.69000;0;;;3;138;2855;29034;7718;000;33.75258;1.04821;600;200;500;3.486.41389;3.600.00000
1181;17/05/2018;44;72;37;48;80;34;8;NÁUTICO/PE;1.993.61400;0;;;8;186;3747;36070;9605;000;13.552270000000002;83270.0;600;200;500;3.757.45929;4.000.00000
1182;19/05/2018;21;8;78;19;46;17;76;MIXTO/MT;2.177.72000;0;;;7;183;3920;38463;9489;000;17.0772;93318.0;600;200;500;4.056.31036;4.300.00000
1183;22/05/2018;70;77;17;55;53;10;4;REMO/PA;1.986.13400;0;;;10;257;4634;39816;10220;000;10.5712;58761.0;600;200;500;4.320.59033;4.500.00000
1184;24/05/2018;72;51;13;65;31;2;28;AMERICANO/RJ;1.963.30600;0;;;5;180;3495;34801;7597;000;21.68779;86062.0;600;200;500;4.863.37129;5.100.00000
1185;26/05/2018;51;30;52;58;66;13;21;BARUERI/SP;1.983.01000;0;;;2;189;3190;32479;6675;000;55.629819999999995;84096.0;600;200;500;5.141.52035;5.300.00000
1186;29/05/2018;80;71;77;52;10;79;64;INTERNACIONAL/RS;1.936.55600;0;;;5;296;4938;37036;24445;000;18.61695;44925.0;600;200;500;5.374.23211;5.600.00000
1187;02/06/2018;41;5;50;66;52;71;39;OPERARIO/MS;2.699.58600;0;;;2;222;4430;42931;8684;000;76.01633000000001;97833.0;600;200;500;5.754.31376;6.000.00000
1188;05/06/2018;25;76;67;41;61;53;78;SÃO CAETANO/SP;2.330.52800;0;;;5;193;3442;34864;9161;000;26.20402;96980.0;600;200;500;6.081.86402;6.300.00000
1189;07/06/2018;35;26;37;69;60;19;51;BRAGANTINO/SP;2.340.64600;0;;;3;196;3773;39209;9013;000;43.42689;94956.0;600;200;500;6.716.40457;7.000.00000
1190;09/06/2018;24;28;25;40;69;49;72;NACIONAL/AM;2.407.71400;0;;;4;179;3859;39691;7971;000;33.78051;1.07838;600;200;500;7.054.20967;7.300.00000
1191;12/06/2018;15;63;69;40;74;14;59;VILLA NOVA/MG;2.328.65600;0;;;2;148;3196;34736;6160;000;66.62136;1.2861200000000002;600;200;500;7.387.31649;7.600.00000
1192;14/06/2018;38;74;31;61;51;32;52;BRASILIENSE/DF;2.252.08200;0;;;5;139;2982;31460;8589;000;25.54162;1.31251;600;200;500;7.706.58674;8.000.00000
1193;16/06/2018;27;52;66;57;23;54;71;VASCO DA GAMA/RJ;2.373.85600;0;;;7;244;4724;43414;31066;000;16.42944;67333.0;600;200;500;7.994.10185;8.250.00000
1194;19/06/2018;5;28;23;80;60;72;52;CRB/AL;2.593.36600;0;;;13;267;5217;48601;10509;000;10.89738;75797.0;600;200;500;8.674.63907;8.900.00000
1195;21/06/2018;6;75;9;61;38;56;13;AMERICANO/RJ;2.549.71600;0;;;3;324;5045;47955;10014;000;46.50891;61519.0;600;200;500;9.023.45584;9.300.00000
1196;23/06/2018;70;26;54;53;47;24;19;AMÉRICA/MG;2.181.14800;0;;;4;226;4123;39307;10797;000;29.609690000000004;74866.0;600;200;500;9.319.55272;9.500.00000
1197;26/06/2018;9;19;34;29;26;33;58;ATLÉTICO/GO;2.882.44800;0;;;8;351;6237;56583;17268;000;19.057470000000002;62051.0;600;200;500;9.700.70205;10.000.00000
1198;28/06/2018;40;30;51;79;48;18;47;SÃO RAIMUNDO/AM;2.975.53400;0;;;5;208;4432;44867;10557;000;33.58977;1.15349;600;200;500;10.120.57417;10.300.00000
1199;30/06/2018;34;10;24;29;22;30;36;JUVENTUS/SP;3.345.90400;0;;;7;317;6356;59213;14428;000;26.20828;82675.0;600;200;500;10.960.13505;11.300.00000
1200;03/07/2018;74;53;65;77;15;58;62;SÃO PAULO/SP;3.133.49200;0;;;8;385;5595;52149;49654;000;18.46719;54819.0;600;200;500;11.329.47896;11.700.00000
1201;05/07/2018;26;54;24;52;18;33;36;SÃO CAETANO/SP;3.299.58200;1;MANAUS;AM;16;396;7236;63018;13311;11.778.10921;11.21575;64737.0;600;200;500;000;100.00000
1202;07/07/2018;58;69;12;63;75;36;44;SÃO CAETANO/SP;1.123.95600;0;;;13;158;2330;19900;4269;000;4.75887;55936.0;600;200;500;154.66317;300.00000
1203;10/07/2018;44;62;24;31;57;11;50;SAMPAIO CORRÊA/MA;940.27600;0;;;1;66;1477;15131;3834;000;52.39262;1.1340299999999999;600;200;500;285.64471;400.00000
1204;12/07/2018;32;65;39;70;5;29;51;BRASILIENSE/DF;1.019.18800;0;;;1;74;1427;14827;3469;000;57.857169999999996;1.11693;600;200;500;679.94001;800.00000
1205;14/07/2018;7;23;54;75;69;70;29;PONTE PRETA/SP;1.085.46000;0;;;3;113;2021;19068;4083;000;20.00295;75864.0;600;200;500;829.96212;950.00000
1206;17/07/2018;5;13;48;41;69;49;8;PAULISTA/SP;1.071.47600;0;;;3;132;2125;20674;2376;000;19.92205;64681.0;600;200;500;979.37745;1.200.00000
1207;19/07/2018;53;35;41;4;48;56;43;ATHLÉTICO/PR;1.117.55200;0;;;3;114;2001;18975;8701;000;19.628610000000002;73791.0;600;200;500;1.126.59197;1.300.00000
1208;21/07/2018;52;35;70;8;79;9;7;AMERICANO/RJ;1.147.60200;0;;;5;108;2005;20126;4346;000;12.70878;84052.0;600;200;500;1.285.45170;1.400.00000
1209;24/07/2018;63;18;68;56;29;5;9;DESPORTIVA/ES;1.185.71400;0;;;3;151;2413;22364;3169;000;21.95095;62301.0;600;200;500;1.604.11258;1.700.00000
1210;26/07/2018;7;65;79;31;56;61;12;CRB/AL;1.223.80000;0;;;4;114;2099;20107;4847;000;17.00668;85246.0;600;200;500;1.774.17933;1.900.00000
1211;28/07/2018;36;4;44;16;39;62;1;UNIÃO BARBARENSE/SP;1.334.62200;0;;;5;119;2437;23002;2944;000;15.08024;90517.0;600;200;500;1.962.68238;2.100.00000
1212;31/07/2018;13;51;37;26;72;2;73;CRUZEIRO/MG;1.250.10400;0;;;4;117;2243;21962;14853;000;15.519029999999999;75795.0;600;200;500;2.117.87267;2.300.00000
1213;02/08/2018;70;10;75;41;51;20;40;IPATINGA/MG;1.349.84600;0;;;3;117;2451;20140;6160;000;24.97335;91477.0;600;200;500;2.305.17278;2.500.00000
1214;04/08/2018;13;68;23;19;33;61;10;PAULISTA/SP;1.380.28000;0;;;2;189;3332;30029;3052;000;37.77332;57102.0;600;200;500;2.672.02473;2.800.00000
1215;07/08/2018;23;57;67;43;66;37;15;RIVER/PI;1.294.41200;0;;;4;131;2360;22506;5678;000;17.77536;77537.0;600;200;500;2.849.77836;3.000.00000
1216;09/08/2018;36;50;15;79;22;71;16;FLUMINENSE/RJ;1.361.24000;0;;;1;85;1982;21169;15079;000;69.51635999999999;1.16834;600;200;500;3.023.56925;3.150.00000
1217;11/08/2018;80;56;4;12;31;69;61;VILA NOVA/GO;1.748.31000;0;;;3;221;3446;31183;7674;000;31.864490000000004;61792.0;600;200;500;3.262.55296;3.450.00000
1218;14/08/2018;39;68;72;60;29;71;42;UBERLÂNDIA/MG;1.539.43000;0;;;5;102;2181;23188;4983;000;17.465310000000002;1.22306;600;200;500;3.480.86924;3.700.00000
1219;16/08/2018;22;38;48;1;34;62;3;PAYSANDU/PA;1.614.19800;0;;;4;114;2772;27099;6393;000;22.39076;1.12234;600;200;500;3.911.32731;4.100.00000
1220;18/08/2018;73;46;69;56;10;18;35;OLARIA/RJ;1.791.88800;0;;;1;149;3013;30509;5907;000;100.18925;96058.0;600;200;500;4.161.80043;4.350.00000
1221;21/08/2018;19;12;70;67;58;47;48;OLARIA/RJ;1.701.72600;0;;;0;156;3166;29845;5420;000;0.0;86795.0;600;200;500;4.493.53433;4.600.00000
1222;23/08/2018;46;37;14;52;42;17;36;RORAIMA/RR;1.723.90600;0;;;1;140;2987;29499;5482;000;96.41335;98380.0;600;200;500;4.734.56770;4.900.00000
1223;25/08/2018;15;68;48;38;13;69;40;AMÉRICA/MG;1.710.44800;0;;;2;130;2783;28874;8535;000;46.87795;1.0302799999999999;600;200;500;4.968.95747;5.100.00000
1224;28/08/2018;18;30;55;72;40;6;45;VITÓRIA/BA;1.648.96400;0;;;4;133;2673;27040;12159;000;21.96637;94377.0;600;200;500;5.425.12370;5.700.00000
1225;30/08/2018;17;77;14;24;60;31;59;CORITIBA/PR;1.657.15800;0;;;2;139;2735;27543;10771;000;44.58592;91646.0;600;200;500;5.648.05329;5.900.00000
1226;01/09/2018;80;19;70;43;6;69;74;NACIONAL/AM;1.832.91800;0;;;4;192;3417;32490;5899;000;25.485789999999998;75850.0;600;200;500;5.902.91114;6.100.00000
1227;04/09/2018;41;19;77;9;20;67;58;OPERARIO/MS;1.797.57000;0;;;6;161;3110;31706;5595;000;16.72615;89047.0;600;200;500;6.153.80346;6.300.00000
1228;06/09/2018;5;80;6;32;9;65;35;AMERICANO/RJ;1.759.68800;0;;;5;168;3397;33262;7444;000;19.18925;81586.0;600;200;500;6.393.66913;6.500.00000
1229;08/09/2018;65;55;48;21;45;13;31;ATLÉTICO/GO;1.276.41000;0;;;1;103;2121;21781;7330;000;69.18949;95963.0;600;200;500;6.794.94669;7.000.00000
1230;11/09/2018;27;76;34;64;68;7;21;BOTAFOGO/RJ;1.788.63400;0;;;5;192;3227;29847;22753;000;17.63862;65619.0;600;200;500;7.015.42941;7.200.00000
1231;13/09/2018;34;39;15;9;43;38;78;CRB/AL;1.923.39400;0;;;7;174;3646;32993;7705;000;15.167489999999999;87169.0;600;200;500;7.280.86040;7.500.00000
1232;15/09/2018;26;61;57;60;56;79;62;INTER LIMEIRA/SP;2.061.27000;0;;;3;197;3278;32326;8591;000;38.3091;83341.0;600;200;500;7.568.17862;7.800.00000
1233;18/09/2018;4;6;32;58;62;5;17;PORTUGUESA DESPORTOS/SP;2.079.19200;0;;;3;215;3951;39042;9543;000;37.656420000000004;75062.0;600;200;500;7.850.60178;8.100.00000
1234;20/09/2018;60;61;50;1;7;71;67;JUVENTUDE/RS;2.197.18600;0;;;5;165;3616;34499;11218;000;24.18981;1.0471700000000002;600;200;500;8.424.57988;8.700.00000
1235;22/09/2018;31;80;52;26;41;24;50;LONDRINA/PR;2.287.23000;0;;;1;173;3522;35678;12496;000;125.6021;1.0371700000000001;600;200;500;8.738.58511;9.000.00000
1236;25/09/2018;39;80;69;5;20;34;50;DESPORTIVA/ES;2.360.34200;0;;;5;235;4287;41541;6699;000;26.416840000000004;80294.0;600;200;500;9.068.79552;9.300.00000
1237;27/09/2018;75;56;46;49;79;5;29;JI-PARANÁ / RO;2.380.46400;0;;;6;224;4285;41604;10309;000;21.806179999999998;83442.0;600;200;500;9.395.88818;9.600.00000
1238;29/09/2018;7;12;50;65;30;18;80;MARÍLIA/SP;2.603.47000;0;;;9;252;5151;47894;11778;000;15.742420000000001;80318.0;600;200;500;9.750.09245;10.000.00000
1239;02/10/2018;12;28;63;73;58;80;76;CORINTHIANS/SP;2.930.18800;0;;;3;269;4828;49719;56888;000;43.63523;69519.0;600;200;500;10.407.91199;10.700.00000
1240;04/10/2018;79;66;48;64;74;75;9;CRICIÚMA/SC;2.933.92000;0;;;6;234;4876;48733;11570;000;27.18406;99575.0;600;200;500;10.815.67291;11.100.00000
1241;06/10/2018;66;70;23;8;74;61;50;SANTOS/SP;2.979.04600;0;;;9;275;4686;45660;45630;000;15.909839999999999;74383.0;600;200;500;11.173.64421;11.500.00000
1242;09/10/2018;46;65;30;42;16;73;49;PAULISTA/SP;2.755.07000;0;;;7;228;4350;42344;7378;000;22.39309;98215.0;600;200;500;11.565.52318;11.900.00000
1243;11/10/2018;41;11;44;29;77;47;17;TREZE/PB;2.952.45000;0;;;17;439;6572;56059;17645;000;9.20996;50949.0;600;200;500;11.956.94638;13.000.00000
1244;13/10/2018;14;22;75;32;39;40;35;BAHIA/BA;2.283.03000;0;;;5;198;3960;36851;25496;000;23.10705;83358.0;600;200;500;12.613.35902;12.900.00000
1245;16/10/2018;69;42;30;27;37;66;21;MIXTO/MT;3.648.45600;0;;;3;283;5830;58809;16857;000;67.26565;1.0186600000000001;600;200;500;13.117.85139;13.500.00000
1246;18/10/2018;63;41;62;72;31;79;21;JOINVILLE/SC;3.788.79200;0;;;9;335;5080;55087;19366;000;23.41672;89872.0;600;200;500;13.644.72750;14.000.00000
1247;20/10/2018;45;65;69;50;27;71;1;YPIRANGA/AP;4.336.36000;0;;;13;392;7315;72393;16438;000;18.56464;87952.0;600;200;500;14.248.07836;14.700.00000
1248;23/10/2018;28;21;73;66;22;70;63;VILLA NOVA/MG;3.912.82000;1;SÃO BERNARDO DO CAMPO;SP;5;311;6525;61880;11141;14.801.52713;44.2759;1.0169;600;200;500;000;120.00000
1249;25/10/2018;62;76;25;33;74;23;63;CORITIBA/PR;1.074.93400;0;;;1;88;1680;17343;6408;000;58.47291;94923.0;600;200;500;613.05237;800.00000
1250;27/10/2018;32;13;69;67;73;60;21;BAHIA/BA;1.139.04000;0;;;2;80;1771;18832;11784;000;29.172390000000004;1.04187;600;200;500;758.91431;900.00000
1251;30/10/2018;6;28;16;50;31;20;77;CRICIÚMA/SC;1.111.42200;0;;;2;96;1839;18389;3694;000;31.14805;92702.0;600;200;500;914.65456;1.000.00000
1252;01/11/2018;68;62;60;27;32;50;61;VILLA NOVA/MG;1.254.40800;0;;;0;76;1804;18059;3179;000;0.0;1.35313;600;200;500;1.166.60799;1.300.00000
1253;03/11/2018;43;32;47;16;70;22;35;CORINTHIANS/SP;1.028.85600;0;;;0;87;1627;15851;22135;000;0.0;73824.0;600;200;500;1.323.96402;1.500.00000
1254;06/11/2018;62;25;71;19;75;2;16;OLARIA/RJ;1.323.25600;0;;;2;119;2339;23697;4073;000;36.88333;88555.0;600;200;500;1.664.05725;1.800.00000
1255;08/11/2018;76;79;16;22;44;41;61;CRICIÚMA/SC;1.364.33400;0;;;3;112;2068;20420;4739;000;25.697029999999998;98330.0;600;200;500;1.856.78498;2.000.00000
1256;10/11/2018;13;9;27;42;43;20;44;PARANÁ/PR;1.372.73200;0;;;2;153;2849;26559;5086;000;37.50703;70041.0;600;200;500;2.044.32013;2.200.00000
1257;13/11/2018;55;59;47;21;76;66;38;SÃO RAIMUNDO/AM;1.455.74200;0;;;3;101;2207;22432;4792;000;27.42018;1.16351;600;200;500;2.249.97149;2.400.00000
1258;17/11/2018;3;79;6;68;46;14;67;IPATINGA/MG;1.752.07400;0;;;2;147;2974;29585;7735;000;48.31855;93913.0;600;200;500;2.491.56425;2.700.00000
1259;20/11/2018;76;25;79;48;71;19;32;CSA/AL;1.275.92200;0;;;2;129;2355;22510;4519;000;35.36254;78322.0;600;200;500;2.869.24092;3.000.00000
1260;22/11/2018;18;73;38;77;34;60;76;SÃO PAULO/SP;1.502.65800;0;;;3;101;2216;23679;23899;000;23.8501;1.0120200000000001;600;200;500;3.048.11671;3.200.00000
1261;24/11/2018;41;76;79;60;19;7;72;SANTOS/SP;1.489.75000;0;;;4;158;2844;27004;23580;000;17.37096;62824.0;600;200;500;3.221.82626;3.300.00000
1262;27/11/2018;56;59;25;58;13;70;27;PONTE PRETA/SP;1.473.18200;0;;;2;155;2936;27071;5740;000;40.4044;74478.0;600;200;500;3.423.84826;3.600.00000
1263;29/11/2018;71;30;58;31;12;64;52;SERGIPE/SE;1.653.12800;0;;;2;124;2507;25704;5952;000;46.49602;1.07133;600;200;500;3.656.32837;3.800.00000
1264;01/12/2018;44;47;63;8;4;57;59;ABC/RN;1.787.15200;0;;;5;149;3084;31145;12819;000;18.96163;90899.0;600;200;500;4.098.17028;4.300.00000
1265;04/12/2018;62;31;68;1;9;60;26;CRICIÚMA/SC;1.705.25400;0;;;1;137;2709;26474;6051;000;95.89438;99994.0;600;200;500;4.337.90622;4.500.00000
1266;06/12/2018;70;14;60;46;34;17;13;BOTAFOGO/RJ;1.825.98000;0;;;4;134;2957;30402;23543;000;22.52915;96073.0;600;200;500;4.563.19765;4.700.00000
1267;08/12/2018;74;13;57;26;36;61;60;BOTAFOGO/RJ;1.873.42400;0;;;3;163;3199;31047;24075;000;30.805229999999998;80995.0;600;200;500;4.794.23686;5.000.00000
1268;11/12/2018;17;72;43;70;45;65;7;RORAIMA/RR;1.929.41800;0;;;2;168;3319;32321;6322;000;53.99564;91829.0;600;200;500;5.064.21506;5.200.00000
1269;13/12/2018;41;77;18;11;44;49;80;BOTAFOGO/PB;2.024.54800;0;;;4;298;4427;38051;10608;000;27.14558;52052.0;600;200;500;5.583.17105;5.800.00000
1270;15/12/2018;19;77;27;8;46;33;68;CORINTHIANS/SP;2.011.59600;0;;;6;252;4330;39565;40528;000;14.4103;49014.0;600;200;500;5.799.32551;6.000.00000
1271;18/12/2018;68;16;30;37;20;72;66;VITÓRIA/BA;1.892.69400;0;;;3;129;2822;29297;13863;000;33.87058;1.12526;600;200;500;6.053.35489;6.200.00000
1272;20/12/2018;33;44;76;41;21;18;28;PALMEIRAS/SP;1.908.01600;0;;;2;156;3238;32967;37050;000;42.49528;77830.0;600;200;500;6.265.83127;6.500.00000
1273;22/12/2018;3;67;63;58;48;1;61;FIGUEIRENSE/SC;2.095.99000;0;;;2;152;2985;32166;7981;000;58.94059;1.1079;600;200;500;6.560.53421;6.800.00000
1274;27/12/2018;14;49;58;51;76;63;66;GAMA/DF;2.395.35000;0;;;5;179;3718;37486;11983;000;26.45065;1.05549;600;200;500;7.152.76658;7.400.00000
1275;29/12/2018;14;4;30;19;46;72;20;CEARÁ/CE;2.661.87200;0;;;6;301;5247;47811;16472;000;23.68327;67441.0;600;200;500;7.508.01557;7.800.00000
1276;03/01/2019;55;11;13;6;3;45;35;NÁUTICO/PE;2.416.92600;0;;;12;301;5336;49182;11182;000;10.797460000000001;61494.0;600;200;500;7.831.93915;8.100.00000
1277;05/01/2019;48;42;31;67;20;47;29;AMÉRICA/MG;2.723.05200;0;;;2;182;3982;41842;14987;000;74.90651;1.17592;600;200;500;8.206.47168;8.500.00000
1278;08/01/2019;49;2;29;16;31;3;63;RIVER/PI;2.657.58400;0;;;6;233;4484;45116;12823;000;24.29555;89376.0;600;200;500;8.570.90485;8.800.00000
1279;10/01/2019;31;65;29;6;5;11;49;RIO BRANCO/ES;2.623.75200;0;;;10;264;5176;48172;9860;000;14.423160000000001;78047.0;600;200;500;9.287.22742;9.500.00000
1280;12/01/2019;52;6;51;1;67;50;48;REMO/PA;2.831.26000;0;;;6;274;4968;46329;15780;000;25.69032;80365.0;600;200;500;9.672.58218;10.000.00000
1281;15/01/2019;59;54;8;76;74;58;26;REMO/PA;2.711.53800;0;;;4;233;4495;44584;14274;000;37.09298;90969.0;600;200;500;10.043.51200;10.300.00000
1282;17/01/2019;10;57;76;67;32;30;60;FLUMINENSE/RJ;2.680.34200;0;;;3;200;3978;42199;28288;000;45.885059999999996;98325.0;600;200;500;10.387.64996;10.700.00000
1283;19/01/2019;62;50;60;5;15;72;57;PONTE PRETA/SP;2.791.58600;0;;;7;203;4924;47034;11939;000;22.01645;1.08455;600;200;500;10.772.93786;11.000.00000
1284;22/01/2019;18;16;61;14;71;79;58;UBERLÂNDIA/MG;2.688.35600;0;;;3;196;4126;43501;8320;000;50.553340000000006;1.1053899999999999;600;200;500;11.525.05998;11.800.00000
1285;24/01/2019;10;13;55;31;33;23;26;SAMPAIO CORRÊA/MA;2.720.03600;1;SUZANO;SP;5;431;7073;58190;11049;11.888.06373;29.0403;48127.0;600;200;500;000;150.00000
